,personal,household,care_hh,care_nonhh,work_act,education_act,consume,prof_care,household_service,government,eating,leisure,sports,religious,volunteer,telephone,travel,sleep,work_per_week,wage,year,education,sex,metropolitan,age,partner,child_num
7552,511,92,0,0,633,0,62,2,0,0,10,65,0,0,0,45,20,0.0,45,15.6888888889,2003,43,2,-1,28,3,0
7553,650,40,0,0,498,0,5,0,0,0,50,167,0,0,0,10,20,0.0,40,15.86525,2003,43,2,-1,23,3,0
7557,480,75,0,0,515,0,5,0,0,0,40,135,80,0,0,0,110,0.0,40,46.15375,2003,43,1,-1,34,3,0
7558,510,210,51,0,30,0,164,0,0,0,125,240,0,0,0,0,110,0.0,55,32.1678181818,2003,44,1,-1,41,1,2
7559,505,45,50,0,530,0,0,0,0,0,30,120,0,0,0,60,100,0.0,45,21.3673333333,2003,43,2,-1,40,3,1
7562,510,10,0,0,590,0,30,60,0,0,0,168,0,0,0,0,72,0.0,40,10.57675,2003,40,2,-1,46,3,1
7568,479,30,0,0,469,0,10,0,0,0,30,45,90,0,180,0,107,0.0,60,16.346,2003,44,1,-1,50,3,0
7570,510,45,10,0,495,0,0,0,0,0,50,205,0,0,0,0,125,0.0,50,27.6922,2003,40,2,-1,44,1,2
7573,540,90,0,0,520,0,0,0,0,0,95,95,80,0,0,0,20,0.0,45,30.7691111111,2003,43,1,-1,40,1,1
7574,615,0,80,0,470,60,50,0,0,0,90,30,0,0,0,0,45,0.0,45,11.5384444444,2003,40,1,-1,27,1,1
7579,450,75,0,0,480,0,0,90,0,0,50,150,0,0,0,0,145,0.0,40,20.0,2003,39,2,-1,48,1,0
7581,480,60,0,0,585,0,0,0,0,0,148,145,0,0,0,0,22,0.0,60,7.68333333333,2003,39,2,-1,57,3,0
7583,550,92,0,0,465,0,12,0,0,0,90,126,30,0,0,15,60,0.0,40,40.3845,2003,43,1,-1,58,1,0
7592,510,45,0,0,550,0,0,0,0,0,45,270,0,0,0,0,20,0.0,43,10.4651162791,2003,42,2,-1,57,3,0
7593,460,0,20,0,500,0,0,0,0,0,80,0,0,0,0,0,380,0.0,50,30.7692,2003,43,1,-1,39,1,2
7595,495,50,0,0,550,0,0,0,0,0,105,105,30,0,0,30,55,0.0,50,19.2306,2003,44,2,-1,43,1,0
7597,377,20,120,0,551,0,19,0,0,0,40,248,0,0,0,1,64,0.0,45,10.6666666667,2003,39,2,-1,37,1,2
7603,418,15,0,0,475,0,32,0,0,0,70,170,0,95,0,0,115,0.0,40,13.83,2003,42,2,-1,55,1,0
7605,470,0,0,0,495,0,30,0,0,0,76,120,0,0,90,0,159,0.0,50,45.0,2003,44,1,-1,40,1,3
7610,420,140,0,0,540,0,5,0,0,0,60,215,0,0,0,0,60,0.0,36,20.5411111111,2003,43,2,-1,24,1,0
7611,455,180,60,0,535,0,30,0,0,0,0,60,0,0,0,0,120,0.0,53,22.4962264151,2003,43,1,-1,47,1,1
7612,440,10,71,0,564,0,0,0,0,0,60,110,15,0,15,15,140,0.0,55,36.3636363636,2003,43,2,-1,42,1,1
7613,630,35,0,0,60,0,120,0,0,0,85,410,0,0,0,0,100,0.0,63,12.8204761905,2003,39,1,-1,50,1,2
7617,550,80,0,0,495,0,0,0,0,0,95,60,30,0,0,0,70,0.0,40,19.375,2003,40,2,-1,42,1,2
7620,330,0,6,0,465,0,0,0,0,0,90,367,0,0,0,0,92,0.0,40,28.0,2003,39,1,-1,37,1,2
7622,480,0,0,5,74,0,120,0,300,0,50,105,0,70,0,0,236,0.0,47,22.909787234,2003,43,1,-1,53,1,1
7630,356,155,0,0,715,0,0,0,0,0,20,164,0,0,0,0,30,0.0,45,32.6777777778,2003,39,1,-1,33,1,3
7634,435,276,0,0,510,0,20,0,0,0,50,30,45,0,0,0,74,0.0,40,21.6345,2003,43,1,-1,55,3,0
7640,425,447,0,0,235,0,45,0,0,0,0,265,0,0,0,0,23,0.0,40,21.6345,2003,39,2,-1,47,3,0
7643,644,0,0,0,303,0,0,0,0,0,40,200,0,135,0,0,118,0.0,60,7.33333333333,2003,39,1,-1,22,1,2
7646,310,0,0,0,558,0,0,15,0,0,217,180,0,0,0,0,160,0.0,40,28.846,2003,44,1,-1,65,3,0
7649,440,166,0,0,274,0,10,25,0,0,50,385,0,0,0,0,90,0.0,40,12.4,2003,39,2,-1,35,1,1
7650,400,35,10,0,360,0,6,0,0,0,19,360,0,0,0,60,190,0.0,45,29.0555555556,2003,42,2,-1,43,1,1
7655,490,16,140,0,609,0,0,0,0,0,85,70,0,0,0,0,30,0.0,53,21.7705660377,2003,40,1,-1,40,1,3
7657,510,0,0,0,467,0,0,0,0,0,135,302,0,0,0,0,26,0.0,40,13.88,2003,39,2,-1,48,1,0
7669,735,120,55,0,60,0,27,0,0,0,30,359,0,0,0,0,54,0.0,49,17.1632653061,2003,41,1,-1,38,1,3
7671,435,45,0,20,322,0,0,0,0,0,80,412,0,0,0,0,126,0.0,40,24.03825,2003,44,1,-1,31,3,0
7682,450,90,0,0,270,0,0,0,0,0,0,570,0,0,0,0,60,0.0,40,21.9,2003,44,1,-1,60,1,0
7685,690,0,0,150,15,0,0,0,0,0,135,240,0,120,0,0,90,0.0,60,9.61533333333,2003,44,1,-1,46,3,0
7686,415,15,105,0,750,0,0,0,0,0,10,105,0,0,0,0,40,0.0,55,8.18181818182,2003,39,2,-1,45,3,3
7687,530,0,20,0,370,0,0,0,0,0,210,160,90,0,0,0,60,0.0,40,8.65375,2003,44,1,-1,37,1,3
7690,640,15,0,0,435,0,0,0,0,0,120,150,0,0,0,0,80,0.0,39,8.75,2003,34,2,-1,66,3,0
7693,375,300,105,0,485,0,0,0,0,0,75,60,0,0,0,0,40,0.0,40,8.4375,2003,39,2,-1,39,1,3
7696,545,1,58,0,450,0,10,0,0,0,96,244,0,0,0,15,21,0.0,40,9.0,2003,39,2,-1,40,1,1
7710,450,120,230,0,535,0,0,0,0,0,20,0,0,0,0,0,80,0.0,40,10.5,2003,40,2,-1,43,1,2
7712,505,190,0,0,475,0,0,0,0,0,75,105,20,0,0,0,70,0.0,40,20.0,2003,40,2,-1,56,3,0
7713,550,0,0,0,640,0,0,0,0,0,155,0,0,0,0,0,95,0.0,60,13.6216666667,2003,43,1,-1,31,3,0
7716,626,71,14,3,479,0,45,0,0,0,20,89,0,0,0,0,93,0.0,40,11.375,2003,42,2,-1,40,3,2
7720,671,75,0,0,285,0,45,0,5,0,75,270,0,0,0,0,14,0.0,60,33.6538333333,2003,43,2,-1,39,1,0
7721,510,20,20,0,500,0,0,0,0,0,0,240,0,0,0,0,150,0.0,50,48.4614,2003,45,1,-1,42,1,2
7730,690,20,0,0,377,0,5,0,0,0,60,208,0,0,0,0,80,0.0,68,10.9529411765,2003,40,1,-1,38,1,1
7735,600,30,0,0,490,0,5,0,0,0,40,257,0,0,0,0,18,0.0,40,7.0,2003,40,1,-1,50,2,0
7736,240,340,0,0,749,0,11,5,0,0,20,0,0,0,0,0,75,0.0,40,13.4615,2003,40,2,-1,46,3,0
7739,890,180,0,0,210,0,0,0,0,0,30,55,0,0,0,0,75,0.0,48,6.99,2003,42,2,-1,39,1,0
7742,735,3,25,0,417,0,0,0,0,0,40,145,0,0,0,0,75,0.0,40,22.5,2003,43,2,-1,30,3,1
7745,515,145,80,0,30,0,0,0,0,0,95,320,0,75,80,0,100,0.0,40,48.91425,2003,43,1,-1,44,1,4
7748,445,0,0,0,460,0,40,0,0,0,75,315,0,0,5,0,100,0.0,40,30.52875,2003,43,2,-1,44,3,0
7751,630,0,0,0,480,0,0,0,0,0,90,120,0,0,0,0,120,0.0,40,35.24025,2003,44,2,-1,55,1,1
7756,360,20,0,0,802,0,66,0,0,0,120,0,0,0,0,0,72,0.0,60,13.4615,2003,45,1,-1,27,3,0
7759,540,50,0,0,260,0,53,0,0,0,239,190,45,0,0,0,63,0.0,45,42.7348888889,2003,44,2,-1,44,1,0
7763,557,166,0,0,15,0,220,0,0,0,57,270,0,0,0,30,125,0.0,35,46.2774285714,2003,44,2,-1,56,3,0
7765,613,30,0,82,525,0,0,0,0,0,80,75,0,0,0,0,35,0.0,42,20.1464285714,2003,44,1,-1,36,1,0
7767,460,95,0,0,615,0,5,0,0,0,90,60,0,0,0,0,115,0.0,42,15.4761904762,2003,39,1,-1,55,1,0
7771,380,40,0,0,560,0,15,0,0,0,40,140,0,0,100,0,150,0.0,45,47.0084444444,2003,43,1,-1,49,1,2
7773,530,125,0,0,435,0,0,0,0,0,155,135,0,0,0,0,60,0.0,55,24.4727272727,2003,44,1,-1,57,1,0
7778,445,15,0,0,420,0,0,0,0,0,120,305,0,0,0,0,135,0.0,40,24.03825,2003,40,1,-1,51,3,0
7779,465,60,230,0,485,0,0,0,0,0,45,90,0,0,0,0,65,0.0,45,22.6495555556,2003,39,1,-1,43,1,3
7786,525,102,0,0,370,0,40,0,10,0,105,237,0,0,0,0,51,0.0,50,8.0,2003,44,2,-1,55,1,0
7788,580,195,0,0,630,0,15,0,0,0,0,0,0,0,0,0,20,0.0,50,17.8,2003,39,1,-1,51,1,1
7792,525,345,2,1,15,0,0,0,0,0,0,447,0,0,0,0,105,0.0,40,10.45,2003,39,2,-1,44,3,2
7793,390,58,0,0,665,0,17,0,0,0,0,210,0,0,0,0,100,0.0,55,13.986,2003,41,1,-1,34,3,0
7807,347,0,0,0,675,0,0,0,0,0,110,150,0,0,0,0,158,0.0,49,23.547755102,2003,40,2,-1,63,1,0
7808,335,42,0,0,628,0,120,0,0,0,60,165,0,0,0,0,90,0.0,46,20.0,2003,36,2,-1,52,3,0
7816,555,125,0,0,510,0,0,0,0,0,35,175,0,0,0,0,40,0.0,40,8.75,2003,39,1,-1,38,1,0
7817,506,8,0,2,665,0,0,0,0,0,30,182,0,10,0,0,37,0.0,40,9.25,2003,40,2,-1,39,3,2
7819,420,150,315,0,405,0,5,0,0,0,65,55,0,0,0,0,25,0.0,40,3.7,2003,35,2,-1,51,3,3
7820,593,260,20,0,60,60,124,0,0,0,80,60,0,70,0,0,83,0.0,50,34.6152,2003,43,1,-1,43,1,1
7822,450,0,85,0,440,360,10,0,0,0,0,20,0,0,0,0,75,0.0,40,18.5,2003,40,2,-1,34,1,2
7826,660,60,0,0,490,0,0,0,0,0,0,190,0,0,0,0,40,0.0,35,18.1317142857,2003,40,2,-1,30,3,0
7827,420,60,90,0,680,0,10,0,0,0,55,50,20,0,0,0,55,0.0,55,52.4474545455,2003,43,1,-1,39,1,1
7833,480,180,52,0,532,0,0,0,0,0,60,120,0,0,0,0,16,0.0,50,20.0,2003,43,1,-1,31,2,1
7836,545,180,30,0,400,0,0,0,0,0,20,180,45,0,0,0,40,0.0,40,14.0,2003,39,2,-1,42,1,2
7837,375,0,0,0,430,0,0,0,0,0,250,210,0,0,0,0,175,0.0,37,20.9189189189,2003,43,2,-1,35,1,0
7838,355,25,5,0,810,0,5,0,40,0,0,120,0,0,0,0,80,0.0,50,42.3076,2003,43,1,-1,47,1,2
7845,575,60,0,0,575,0,5,0,0,0,59,150,0,0,0,0,16,0.0,50,26.952,2003,39,1,-1,58,1,0
7852,620,88,7,0,89,0,85,0,0,0,55,245,0,80,0,0,171,0.0,45,21.5811111111,2003,40,1,-1,35,1,3
7854,375,0,0,0,700,0,0,0,0,0,95,150,45,0,0,0,75,0.0,50,56.5384,2003,43,1,-1,48,1,0
7859,540,240,30,0,125,0,5,0,0,0,125,249,0,75,0,0,51,0.0,40,29.0,2003,44,1,-1,53,1,2
7862,915,0,0,0,375,0,0,0,0,0,15,0,0,0,0,0,15,0.0,80,2.740375,2003,39,2,-1,52,3,0
7868,480,90,0,0,675,0,0,0,0,0,105,60,0,0,0,0,30,0.0,75,38.4614666667,2003,46,1,-1,44,1,1
7869,570,360,90,0,210,0,0,0,0,0,25,120,0,0,0,0,0,0.0,37,16.1756756757,2003,43,2,-1,63,3,0
7872,395,50,167,0,480,0,30,3,0,0,60,150,0,0,0,0,105,0.0,40,29.32675,2003,43,2,-1,45,1,3
7875,560,10,0,0,390,0,5,0,0,0,10,320,0,0,0,0,145,0.0,45,9.02555555556,2003,39,1,-1,47,3,0
7876,555,0,85,30,515,0,0,0,0,0,60,35,0,0,0,0,160,0.0,40,11.0,2003,43,2,-1,30,1,2
7879,571,40,0,0,543,0,15,0,0,0,60,92,0,0,0,20,99,0.0,45,15.5555555556,2003,39,2,-1,51,1,0
7880,860,0,0,0,180,0,30,30,0,0,175,30,0,0,0,10,125,0.0,40,12.625,2003,41,2,-1,56,3,0
7885,585,65,0,1,210,0,0,0,0,0,75,430,0,0,0,0,74,0.0,50,13.0,2003,40,2,-1,43,3,1
7891,667,3,0,0,470,0,0,0,0,0,20,240,0,0,0,0,40,0.0,40,7.25,2003,36,1,-1,19,3,0
7894,1230,0,60,0,120,0,0,0,0,0,0,0,0,0,0,0,30,0.0,72,11.5,2003,40,2,-1,44,1,2
7896,420,30,0,5,480,0,10,0,0,0,80,330,0,0,0,0,85,0.0,40,9.375,2003,36,1,-1,32,1,3
7899,405,35,50,0,505,0,0,0,0,0,115,140,60,0,0,0,130,0.0,40,72.11525,2003,46,1,-1,37,1,2
7904,475,55,0,0,555,0,30,0,0,0,100,145,0,0,0,0,80,0.0,50,43.846,2003,43,1,-1,48,1,0
7906,422,0,130,0,490,0,30,0,0,0,60,248,0,0,0,0,60,0.0,44,55.9438636364,2003,39,1,-1,31,1,3
7908,500,320,0,0,450,0,0,0,0,0,60,0,0,0,0,45,65,0.0,40,20.673,2003,44,2,-1,58,3,0
7910,550,185,0,0,435,0,0,0,0,0,30,45,30,45,0,45,75,0.0,43,14.49,2003,44,2,-1,47,3,0
7914,450,0,0,0,885,0,0,0,0,0,45,0,0,0,0,0,60,0.0,55,7.21181818182,2003,39,1,-1,24,3,0
7915,390,0,0,0,750,0,0,0,0,0,30,180,0,0,0,0,60,0.0,60,14.423,2003,39,1,-1,43,2,2
7919,510,40,0,0,450,0,0,0,0,0,125,210,0,0,0,0,105,0.0,40,19.225,2003,39,2,-1,53,1,0
7920,410,60,177,0,552,0,20,0,0,0,60,135,0,0,0,0,26,0.0,50,10.0,2003,39,1,-1,24,3,3
7925,585,90,30,0,435,0,15,0,0,0,105,105,0,0,0,0,60,0.0,35,6.59314285714,2003,40,2,-1,50,1,0
7929,615,45,50,0,485,0,45,0,0,0,0,120,0,0,0,0,80,0.0,37,7.56756756757,2003,37,1,-1,24,1,3
7930,515,30,0,0,465,0,0,0,0,0,0,180,0,150,0,0,100,0.0,40,15.0,2003,36,1,-1,30,1,1
7934,507,55,0,4,612,0,0,0,0,0,20,77,0,0,0,0,165,0.0,40,40.0,2003,39,1,-1,47,3,1
7942,590,0,0,0,445,0,0,0,0,0,140,240,0,0,0,0,25,0.0,40,10.0,2003,39,2,-1,59,1,0
7945,391,106,0,133,510,0,0,0,0,0,15,165,0,0,0,0,120,0.0,40,26.475,2003,39,2,-1,65,3,0
7948,600,0,0,0,420,0,10,0,0,0,210,90,0,0,0,0,105,0.0,40,20.0,2003,39,1,-1,55,1,0
7950,420,158,42,0,470,0,5,0,0,0,55,245,0,0,0,0,45,0.0,40,19.0,2003,40,1,-1,30,1,1
7954,664,260,0,199,238,0,0,0,0,0,0,45,0,0,0,0,34,0.0,40,15.0,2003,39,1,-1,41,3,1
7958,625,298,0,0,80,0,46,3,0,0,20,207,0,0,0,115,46,0.0,60,18.3333333333,2003,44,2,-1,60,1,0
7959,600,5,0,0,120,0,95,75,0,0,100,233,80,0,0,32,100,0.0,50,43.0768,2003,44,2,-1,55,1,0
7971,510,210,0,0,495,0,0,0,0,0,45,120,0,0,0,0,60,0.0,40,17.5,2003,40,1,-1,35,3,0
7974,505,0,0,0,559,0,11,0,0,0,45,120,120,0,0,0,80,0.0,44,23.0,2003,42,1,-1,46,3,0
7975,290,45,109,0,938,0,0,0,0,0,0,0,0,0,0,0,58,0.0,55,13.6363636364,2003,44,2,-1,37,3,1
7978,565,0,0,0,435,0,0,0,0,0,65,335,0,0,0,0,40,0.0,40,18.269,2003,39,1,-1,58,1,4
7980,525,0,130,0,575,0,0,0,0,0,30,20,0,0,0,0,160,0.0,45,33.3333333333,2003,43,2,-1,39,1,4
7983,325,0,60,0,555,0,35,0,0,0,90,240,90,0,0,0,45,0.0,50,45.0,2003,44,1,-1,57,1,0
7995,540,0,0,0,465,0,1,0,0,0,60,289,0,0,0,0,85,0.0,40,17.5,2003,44,1,-1,30,3,0
7997,620,108,0,0,475,0,0,0,2,0,40,85,30,0,0,20,60,0.0,45,17.9486666667,2003,44,2,-1,40,3,0
8001,450,180,0,65,60,0,210,0,0,0,45,315,0,0,0,0,115,0.0,60,10.0,2003,43,1,-1,50,3,0
8003,480,45,167,0,388,0,0,0,0,0,0,313,0,0,0,0,47,0.0,40,7.15,2003,37,2,-1,21,3,2
8005,555,0,0,0,489,0,0,0,0,0,44,170,0,0,0,120,62,0.0,35,21.4285714286,2003,43,2,-1,29,3,0
8012,570,7,0,0,641,0,0,0,0,0,50,148,0,0,0,0,24,0.0,65,26.9230769231,2003,40,2,-1,45,1,0
8013,520,375,15,0,90,0,45,0,0,0,15,360,0,0,0,0,20,0.0,40,11.0575,2003,41,2,-1,37,2,2
8022,450,15,0,0,460,0,0,0,0,0,30,370,0,0,0,0,115,0.0,40,18.15,2003,41,1,-1,45,1,1
8027,660,120,0,0,460,0,0,0,0,0,45,120,0,0,0,0,35,0.0,35,16.4834285714,2003,39,2,-1,52,1,2
8033,445,105,90,0,615,0,0,0,0,0,30,125,0,0,0,0,30,0.0,75,28.9742666667,2003,46,1,-1,37,1,1
8035,515,153,137,0,420,0,0,0,0,0,40,145,0,0,0,0,30,0.0,35,6.59314285714,2003,42,2,-1,42,1,3
8036,490,30,134,0,416,0,0,0,0,0,120,115,45,0,0,0,90,0.0,37,19.3783783784,2003,43,2,-1,47,1,2
8037,625,0,0,0,610,0,80,0,0,0,0,0,0,0,0,40,85,0.0,50,21.9046,2003,46,2,-1,35,3,0
8040,790,90,6,0,179,0,0,0,0,0,95,199,0,0,0,0,81,0.0,36,26.7091666667,2003,44,2,-1,45,1,1
8041,435,0,0,0,510,240,0,0,0,0,145,0,0,0,0,0,110,0.0,50,11.923,2003,43,1,-1,30,1,0
8043,550,15,0,0,535,0,5,0,0,0,40,170,0,0,0,0,125,0.0,40,49.03825,2003,43,1,-1,61,3,4
8046,480,360,60,0,5,0,70,0,0,0,70,305,45,0,0,0,45,0.0,40,25.0,2003,43,1,-1,34,1,1
8054,390,16,0,0,809,0,0,0,0,0,60,60,0,0,0,65,40,0.0,60,36.2166666667,2003,43,1,-1,43,3,0
8059,495,150,0,0,630,0,5,0,0,0,20,85,0,0,0,0,55,0.0,50,50.0,2003,45,1,-1,36,1,2
8063,525,0,0,0,493,0,7,0,0,0,40,60,0,0,0,0,195,0.0,55,13.986,2003,43,1,-1,46,2,1
8066,575,0,100,0,520,0,0,0,0,0,120,0,0,0,0,0,125,0.0,40,19.0,2003,40,2,-1,30,1,2
8068,635,50,0,0,300,0,20,0,0,0,130,292,0,0,0,0,13,0.0,40,12.019,2003,44,2,-1,27,1,0
8070,475,25,10,0,475,0,0,0,0,0,55,305,0,0,0,0,70,0.0,42,25.2745238095,2003,43,2,-1,40,1,2
8074,775,5,0,31,22,0,67,1,0,0,0,354,0,0,0,0,185,0.0,70,3.956,2003,40,1,-1,30,1,0
8076,452,53,0,0,470,0,0,0,0,0,145,220,0,0,0,0,100,0.0,40,9.7,2003,40,1,-1,35,3,0
8077,660,0,0,0,450,0,0,85,0,0,30,150,0,0,0,10,55,0.0,45,11.5384444444,2003,43,2,-1,30,1,0
8084,515,0,0,0,445,0,5,0,0,0,35,230,30,0,0,60,120,0.0,43,9.8388372093,2003,43,1,-1,29,3,0
8089,510,198,0,0,30,0,248,0,0,0,45,316,0,0,0,2,91,0.0,38,15.435,2003,43,2,-1,50,3,0
8094,320,175,0,0,641,0,40,15,0,0,27,68,0,0,7,0,147,0.0,75,3.73333333333,2003,40,1,-1,46,1,5
8097,508,217,0,0,520,0,15,0,0,0,50,60,0,0,0,0,70,0.0,40,10.0,2003,39,2,-1,39,3,1
8098,505,35,105,0,405,0,0,0,0,0,50,40,30,0,115,0,135,0.0,40,39.90375,2003,46,2,-1,44,3,2
8103,510,5,72,88,495,0,0,0,0,0,60,30,0,0,0,0,180,0.0,40,12.25,2003,41,2,-1,45,3,1
8106,475,70,0,0,475,0,8,0,0,0,80,127,0,135,0,0,70,0.0,40,12.13,2003,39,1,-1,51,1,0
8112,410,0,0,0,510,0,10,0,0,0,0,365,0,0,0,0,115,0.0,40,8.0,2003,40,2,-1,50,3,1
8117,495,60,0,0,495,0,0,0,0,0,120,180,30,0,0,0,60,0.0,40,21.6345,2003,43,2,-1,56,1,0
8118,540,130,90,0,470,0,0,0,0,0,85,75,0,0,0,20,30,0.0,40,10.0,2003,43,2,-1,38,1,2
8119,110,0,0,0,1260,0,0,0,0,0,0,55,0,0,0,0,15,0.0,48,17.53,2003,40,1,-1,24,3,0
8125,552,85,0,0,480,0,0,0,0,0,85,179,0,0,0,43,16,0.0,40,11.87,2003,39,2,-1,55,3,0
8126,345,20,335,0,30,0,30,0,0,0,180,0,0,0,405,0,95,0.0,60,13.782,2003,44,2,-1,34,1,2
8130,480,60,0,0,475,0,0,0,0,0,30,365,0,0,0,0,30,0.0,40,13.4615,2003,40,1,-1,55,1,0
8140,120,540,0,0,45,0,10,0,0,0,120,580,0,0,0,0,25,0.0,60,10.8973333333,2003,39,1,-1,52,3,0
8152,560,45,0,0,577,0,60,0,0,0,0,65,30,0,0,60,13,0.0,45,27.9913333333,2003,43,1,-1,50,3,0
8159,630,135,0,0,300,0,32,2,0,0,30,150,0,0,0,0,161,0.0,42,13.0952380952,2003,43,1,-1,28,1,0
8161,427,20,95,0,439,0,10,0,0,0,75,23,0,105,135,0,111,0.0,40,36.53825,2003,45,1,-1,44,1,2
8162,340,0,0,0,240,0,0,0,0,0,115,520,0,0,0,0,225,0.0,50,7.2,2003,44,1,-1,30,3,0
8165,470,50,0,0,560,0,20,0,0,0,90,179,0,0,0,0,71,0.0,48,8.33333333333,2003,41,1,-1,39,2,2
8166,450,120,0,0,540,0,0,0,0,0,120,30,0,0,100,0,80,0.0,45,42.7348888889,2003,44,1,-1,50,1,1
8167,610,8,0,0,705,0,0,0,0,0,45,0,0,0,0,0,72,0.0,60,16.0,2003,42,2,-1,46,1,1
8175,470,78,0,0,563,0,0,0,0,0,70,166,40,0,0,3,50,0.0,43,16.023255814,2003,41,1,-1,25,1,0
8179,515,65,0,0,465,0,0,0,0,10,85,240,30,0,0,0,30,0.0,40,29.8075,2003,40,2,-1,52,3,0
8185,480,65,0,0,535,0,0,0,0,0,100,160,0,0,0,0,100,0.0,40,48.07675,2003,45,1,-1,51,1,1
8187,375,165,0,0,500,0,0,0,0,0,60,310,0,0,0,0,30,0.0,42,16.0164285714,2003,40,1,-1,52,1,0
8192,690,60,0,0,300,0,90,0,0,0,175,60,0,0,0,0,65,0.0,60,16.6666666667,2003,33,1,-1,35,1,1
8195,345,30,0,0,530,0,0,0,0,0,230,75,0,0,180,0,50,0.0,70,41.2087142857,2003,43,1,-1,57,3,0
8197,475,96,165,0,463,0,5,0,0,0,60,120,0,0,0,0,56,0.0,40,8.269,2003,42,2,-1,41,1,2
8201,545,0,5,0,490,0,60,0,0,0,90,180,0,0,0,0,70,0.0,40,22.7875,2003,43,1,-1,38,3,0
8204,505,260,20,0,60,0,0,0,0,0,85,120,0,115,195,25,55,0.0,52,15.1626923077,2003,44,2,-1,49,1,2
8209,390,15,0,0,580,0,0,0,0,0,76,170,0,0,75,0,134,0.0,50,21.5384,2003,39,1,-1,47,1,2
8210,540,30,0,0,480,0,30,80,0,0,45,120,0,0,0,0,115,0.0,40,15.745,2003,40,2,-1,48,3,1
8211,525,0,0,0,384,0,138,0,0,0,120,217,0,0,0,0,56,0.0,60,5.44866666667,2003,43,1,-1,24,1,0
8212,424,70,0,0,530,0,20,0,0,0,35,35,220,0,0,0,106,0.0,76,24.4609210526,2003,44,2,-1,60,3,0
8214,500,0,0,0,540,0,45,0,5,0,90,60,60,0,0,0,140,0.0,60,36.2178333333,2003,44,1,-1,33,1,2
8215,490,110,31,0,541,0,0,0,0,0,20,80,0,0,115,0,53,0.0,40,18.0555,2003,39,1,-1,39,1,1
8216,580,20,0,0,750,0,0,0,0,0,0,0,0,0,0,0,90,0.0,48,11.55,2003,36,2,-1,44,2,3
8228,283,60,0,2,600,0,0,0,0,0,60,340,0,0,0,0,95,0.0,48,5.40625,2003,40,1,-1,21,3,2
8229,685,0,0,0,360,0,150,0,0,0,45,30,0,0,0,0,170,0.0,40,25.48075,2003,43,2,-1,30,3,0
8231,340,0,0,105,665,0,0,0,0,0,50,165,0,0,0,0,115,0.0,42,18.0952380952,2003,40,1,-1,46,2,0
8232,600,0,45,0,411,0,0,0,0,0,40,195,0,0,0,0,49,0.0,40,19.1,2003,39,1,-1,40,1,1
8236,510,236,0,0,510,0,3,0,0,0,75,90,0,0,0,0,16,0.0,42,16.0254761905,2003,39,2,-1,50,1,0
8237,625,30,0,0,485,0,0,0,0,0,60,90,60,0,0,0,90,0.0,40,28.846,2003,43,1,-1,35,1,0
8239,530,10,20,0,510,0,0,0,0,0,25,300,0,0,0,0,45,0.0,40,12.0,2003,37,1,-1,39,1,2
8241,585,60,0,0,620,0,0,0,0,0,0,120,0,0,0,0,25,0.0,40,22.5,2003,43,2,-1,49,1,0
8243,525,85,60,0,295,0,15,0,0,0,45,300,0,0,0,0,115,0.0,60,40.064,2003,46,1,-1,49,1,2
8259,415,0,0,0,509,0,5,0,0,0,30,419,0,0,0,0,62,0.0,42,13.3142857143,2003,39,1,-1,39,3,2
8262,350,30,35,125,535,0,5,0,0,0,50,155,0,0,0,0,155,0.0,40,22.5,2003,44,2,-1,54,1,0
8265,570,105,30,0,45,0,180,0,0,0,130,324,0,0,0,0,56,0.0,60,17.9486666667,2003,43,1,-1,36,1,2
8269,420,325,0,0,465,0,10,0,0,0,35,135,0,0,0,0,50,0.0,40,19.7115,2003,40,1,-1,51,3,0
8278,690,0,0,0,15,0,7,0,0,0,133,240,0,240,0,0,115,0.0,35,22.5274285714,2003,43,2,-1,28,3,0
8282,455,130,25,0,635,0,0,0,0,0,45,110,0,0,0,0,40,0.0,50,22.0,2003,41,1,-1,36,3,1
8285,253,145,5,0,535,0,0,0,0,0,30,260,120,0,0,0,92,0.0,40,16.846,2003,39,2,-1,37,3,1
8287,540,0,0,0,495,0,0,0,0,0,180,135,0,0,0,0,90,0.0,40,12.0,2003,41,1,-1,33,1,1
8289,550,0,0,0,650,0,0,0,0,0,80,145,0,0,0,0,15,0.0,40,6.125,2003,34,1,-1,46,3,0
8292,450,120,0,0,480,0,0,0,0,0,60,270,0,0,0,0,60,0.0,40,17.67,2003,40,1,-1,48,3,0
8295,475,5,0,0,490,0,10,0,10,0,60,120,0,0,0,210,60,0.0,40,28.60575,2003,43,1,-1,26,3,0
8297,375,369,0,0,600,0,2,0,0,0,6,0,0,0,0,0,88,0.0,50,21.1538,2003,41,1,-1,45,1,1
8307,480,185,60,0,385,0,0,0,0,0,20,175,0,0,0,0,135,0.0,50,15.3846,2003,40,2,-1,45,3,1
8312,470,240,0,0,254,0,210,0,0,0,105,70,0,0,0,0,91,0.0,60,4.9,2003,40,2,-1,56,1,0
8316,510,15,0,110,375,0,10,0,0,0,145,150,15,0,0,30,50,0.0,50,28.846,2003,43,1,-1,54,1,0
8324,480,15,0,0,475,0,0,0,0,0,225,120,45,0,0,0,80,0.0,40,25.9615,2003,44,2,-1,58,1,0
8334,450,25,0,0,500,0,20,0,0,0,120,285,0,0,0,0,40,0.0,50,13.0768,2003,43,2,-1,41,3,0
