,personal,household,care_hh,care_nonhh,work_act,education_act,consume,prof_care,household_service,government,eating,leisure,sports,religious,volunteer,telephone,travel,sleep,work_per_week,wage,year,education,sex,metropolitan,age,partner,child_num
57800,575,0,0,0,335,110,10,135,0,0,40,140,0,0,0,5,90,0.0,40,9.5,2006,40,2,1,28,3,0
57801,612,25,70,0,480,0,0,0,0,0,10,175,0,0,0,0,68,0.0,40,9.0,2006,39,2,1,27,3,1
57804,505,0,20,0,450,0,15,50,0,0,50,60,120,0,0,0,155,0.0,45,29.9144444444,2006,43,1,1,31,1,2
57805,540,0,30,0,455,0,0,0,0,0,30,345,0,0,0,0,40,0.0,40,23.5095,2006,40,1,1,41,1,1
57816,520,30,0,0,570,0,0,0,0,0,30,240,0,0,0,0,50,0.0,40,15.3845,2006,43,2,1,32,3,1
57820,540,0,280,0,410,0,120,0,0,0,60,0,0,0,0,0,30,0.0,70,5.71428571429,2006,39,1,1,37,1,2
57826,600,390,0,0,90,60,0,0,0,0,30,120,0,60,60,0,30,0.0,50,13.846,2006,43,2,2,42,1,1
57833,510,50,0,130,385,0,15,0,0,0,95,90,0,105,0,10,50,0.0,40,55.769,2006,44,2,1,49,1,0
57835,420,0,0,0,585,0,0,0,0,0,165,140,0,90,0,0,40,0.0,84,4.80761904762,2006,39,1,2,32,1,2
57845,568,75,0,0,402,0,50,0,0,0,20,180,0,0,0,105,40,0.0,45,28.6324444444,2006,43,2,1,53,3,0
57851,320,45,0,60,480,0,0,0,0,0,120,295,0,0,0,0,120,0.0,35,10.9888571429,2006,39,2,1,25,1,0
57852,515,2,0,0,523,0,105,0,0,0,30,120,0,0,0,0,145,0.0,40,17.0,2006,43,2,1,60,3,0
57855,450,225,0,0,430,116,15,0,0,0,70,55,0,0,0,0,79,0.0,40,22.87,2006,41,1,1,53,3,0
57856,500,100,0,40,570,0,60,5,0,0,90,0,0,0,0,0,75,0.0,40,10.0,2006,34,1,1,35,3,0
57858,715,155,0,0,45,0,45,125,5,0,30,155,0,0,0,15,60,0.0,40,33.65375,2006,43,2,1,55,3,0
57860,390,135,0,0,495,0,0,20,0,0,60,160,0,0,75,0,105,0.0,40,25.0,2006,40,2,1,56,3,0
57863,540,0,0,4,240,0,0,0,0,0,286,120,0,0,0,0,250,0.0,45,60.1851111111,2006,44,1,1,35,3,0
57865,690,375,0,0,90,0,60,0,0,0,35,180,0,0,0,0,10,0.0,40,21.346,2006,43,2,1,37,1,3
57866,410,0,0,0,478,0,2,0,0,0,60,360,0,0,0,0,130,0.0,40,16.346,2006,43,1,1,48,3,0
57875,535,0,0,0,720,0,0,0,0,0,30,0,0,0,0,0,155,0.0,60,15.3845,2006,43,1,1,29,1,2
57884,490,110,140,0,130,120,60,0,0,0,90,217,0,0,0,0,63,0.0,40,8.03,2006,40,2,1,25,3,2
57890,490,120,60,0,620,0,30,0,0,0,70,0,0,0,0,0,50,0.0,40,10.7375,2006,35,1,1,31,1,4
57891,545,0,170,0,556,0,0,0,0,0,40,30,0,0,0,0,99,0.0,65,8.56923076923,2006,46,1,1,52,1,2
57894,360,167,0,0,484,0,2,0,0,0,75,72,85,0,0,30,165,0.0,40,21.0,2006,40,1,1,45,1,1
57897,533,0,38,0,500,0,0,0,0,0,80,105,60,0,0,0,124,0.0,40,48.0,2006,43,2,1,34,1,2
57903,600,0,45,0,675,0,0,0,0,0,60,30,0,0,0,0,30,0.0,60,12.5,2006,39,1,1,41,1,3
57904,540,0,0,0,60,0,0,0,0,0,150,0,0,500,0,0,190,0.0,42,15.3845238095,2006,43,2,1,28,3,0
57906,410,110,141,0,450,0,0,60,0,0,25,189,0,0,0,0,55,0.0,40,22.22,2006,43,2,1,29,1,1
57908,570,50,30,0,495,0,0,0,0,0,55,170,0,0,0,30,40,0.0,40,18.75,2006,42,1,1,31,1,3
57909,440,90,155,0,335,0,0,0,0,0,30,150,0,120,0,0,120,0.0,40,26.0,2006,41,1,1,40,1,2
57910,420,35,0,0,715,0,0,0,0,0,50,110,0,0,0,0,110,0.0,60,15.5833333333,2006,40,1,1,39,1,2
57911,470,60,0,0,465,0,0,0,0,0,50,365,0,0,0,0,30,0.0,40,24.03825,2006,40,1,1,35,3,0
57915,745,0,0,0,445,0,0,0,0,0,65,135,0,0,0,0,50,0.0,40,44.23075,2006,43,2,1,41,3,0
57920,540,35,0,0,450,0,60,0,0,0,75,180,0,0,0,0,100,0.0,40,43.269,2006,44,2,1,60,3,0
57921,650,0,0,0,350,0,80,0,0,0,50,160,0,0,0,0,150,0.0,45,34.188,2006,40,1,1,50,3,0
57924,545,0,0,5,480,0,0,0,0,0,5,260,60,0,0,0,85,0.0,40,15.0,2006,39,2,1,44,2,1
57928,665,10,95,0,40,0,0,0,0,0,130,370,0,0,0,15,115,0.0,40,24.025,2006,45,1,1,38,1,2
57930,420,76,90,0,450,0,0,0,0,0,80,110,0,0,0,0,30,0.0,40,38.0,2006,43,2,1,39,1,4
57931,620,30,0,0,445,0,5,0,0,0,65,220,0,0,0,0,55,0.0,40,10.096,2006,41,2,1,31,1,1
57932,625,45,0,0,495,0,0,45,0,0,70,40,10,0,0,60,50,0.0,55,43.7061818182,2006,39,2,1,55,3,0
57933,380,23,11,0,562,0,0,0,0,0,90,184,0,0,0,0,190,0.0,50,44.2306,2006,42,1,1,48,1,3
57934,510,360,30,0,45,0,45,0,0,0,75,160,0,75,0,0,140,0.0,50,57.6922,2006,45,2,1,36,1,1
57935,525,0,0,0,600,0,0,0,0,0,30,260,0,0,0,0,25,0.0,45,13.3333333333,2006,37,1,1,73,1,0
57941,645,150,1,0,50,0,0,0,0,0,90,409,0,0,15,15,65,0.0,40,48.07675,2006,45,2,1,59,1,1
57942,450,90,100,0,600,0,0,0,0,0,40,35,60,0,0,0,65,0.0,40,19.03825,2006,43,2,1,39,1,2
57949,480,246,0,0,285,0,0,0,0,0,60,230,0,0,0,15,25,0.0,40,11.5,2006,40,2,1,43,3,0
57950,624,140,15,10,280,0,15,0,20,0,50,85,91,0,0,5,105,0.0,54,8.33333333333,2006,36,1,1,17,3,2
57951,470,0,136,0,475,0,0,0,0,0,45,180,0,0,0,0,134,0.0,40,12.25,2006,39,1,1,21,1,1
57953,395,0,5,0,493,0,0,0,0,0,42,455,0,0,0,0,50,0.0,40,11.0,2006,39,1,1,20,3,0
57956,480,0,85,0,520,0,55,0,0,0,60,45,0,0,0,0,195,0.0,45,31.4528888889,2006,44,1,1,43,1,7
57975,470,0,0,0,715,0,0,0,0,0,35,162,0,0,0,0,58,0.0,60,27.2435,2006,44,1,1,37,3,0
57989,460,332,0,0,30,0,250,0,0,0,110,90,0,0,0,0,168,0.0,45,30.7691111111,2006,42,1,1,49,3,0
57992,591,57,2,0,400,0,5,5,0,0,86,160,0,0,0,0,89,0.0,35,5.28,2006,43,1,2,66,1,0
57995,615,95,0,0,370,0,20,0,0,0,15,260,0,0,0,0,65,0.0,40,24.35,2006,44,2,1,62,3,0
57996,300,175,100,0,454,0,0,30,0,0,40,210,0,0,0,0,131,0.0,40,33.33325,2006,44,1,1,34,1,3
57999,385,45,30,0,600,0,0,0,0,0,105,145,0,0,0,0,130,0.0,55,31.4683636364,2006,43,1,1,41,1,2
58000,540,30,212,0,548,0,0,0,0,0,30,45,0,0,0,0,35,0.0,50,57.6922,2006,44,2,1,37,1,3
58002,630,155,15,0,460,0,30,0,0,0,10,35,0,70,0,5,30,0.0,45,14.4444444444,2006,44,2,1,44,1,4
58003,505,0,30,0,615,0,0,0,0,0,15,255,0,0,0,0,20,0.0,36,42.735,2006,45,1,1,31,1,2
58004,840,0,0,0,188,0,90,0,0,0,60,120,0,0,0,90,52,0.0,40,8.2,2006,39,2,1,19,3,0
58009,450,30,0,0,480,0,30,0,0,0,165,150,0,0,0,0,135,0.0,35,36.0,2006,39,1,1,55,3,0
58010,575,10,0,0,450,275,0,0,0,0,0,30,0,0,0,0,100,0.0,40,14.423,2006,40,2,1,33,1,0
58011,540,220,0,8,153,0,59,4,0,0,120,250,0,0,0,0,86,0.0,55,39.86,2006,44,2,2,65,3,0
58016,447,5,0,0,505,0,7,0,0,0,63,268,85,0,0,0,60,0.0,40,22.5,2006,43,1,2,54,1,0
58024,445,13,42,0,557,0,20,0,0,0,40,202,0,0,0,0,121,0.0,55,52.4474545455,2006,43,2,1,30,1,1
58026,557,45,75,0,437,0,30,0,0,0,58,120,0,0,0,60,58,0.0,40,16.77875,2006,44,2,1,29,1,1
58029,443,7,0,0,600,0,40,2,0,0,30,259,0,0,0,0,59,0.0,50,8.8,2006,39,1,1,42,1,0
58033,380,0,0,0,795,0,0,0,0,0,0,205,0,0,0,0,60,0.0,60,3.5,2006,39,2,2,22,3,0
58034,375,120,110,0,340,0,0,0,0,0,60,299,0,0,0,0,136,0.0,55,12.3636363636,2006,43,1,1,50,1,2
58039,590,48,0,0,442,0,0,0,0,0,65,240,0,0,0,0,55,0.0,40,31.25,2006,44,1,2,43,1,0
58042,630,0,0,0,615,0,0,0,0,0,40,120,0,0,0,0,35,0.0,77,3.11688311688,2006,39,1,1,22,3,0
58044,555,15,0,0,614,0,0,0,0,0,95,73,0,30,0,10,48,0.0,45,15.3844444444,2006,44,1,2,37,1,0
58046,415,25,17,30,531,0,0,0,0,0,90,265,30,0,0,0,37,0.0,48,20.031875,2006,44,2,1,62,3,1
58049,475,0,0,0,800,0,30,0,0,0,40,30,0,0,0,0,65,0.0,42,45.7873809524,2006,44,1,1,30,3,0
58055,525,112,0,0,543,0,0,0,0,0,55,145,0,0,0,0,60,0.0,40,31.25,2006,43,1,1,58,1,0
58056,688,0,0,0,480,0,0,0,0,0,30,238,0,0,0,0,4,0.0,40,14.75,2006,39,1,1,36,1,1
58057,515,30,5,0,510,0,15,0,0,0,100,105,0,0,0,0,160,0.0,43,16.9944186047,2006,39,1,1,60,1,0
58058,370,5,0,0,695,0,0,0,0,0,50,210,0,0,0,0,110,0.0,48,19.7916666667,2006,46,1,1,58,1,2
58061,430,150,220,0,120,0,90,0,0,0,105,60,180,0,0,0,85,0.0,50,38.4614,2006,43,2,1,48,1,3
58062,540,150,0,0,390,0,0,0,0,0,80,210,0,0,0,0,70,0.0,40,11.5,2006,39,2,1,37,1,1
58063,515,60,0,0,466,0,90,0,0,0,30,233,0,0,0,0,46,0.0,40,14.90375,2006,41,1,1,40,1,2
58065,510,0,0,0,240,0,0,0,0,0,60,315,0,0,0,45,270,0.0,40,45.673,2006,43,1,1,26,1,1
58069,480,90,0,0,450,0,0,0,0,0,20,340,0,0,0,0,60,0.0,40,24.23075,2006,39,2,1,54,3,0
58070,570,0,0,0,635,0,0,0,0,0,110,0,90,0,0,0,35,0.0,50,29.6152,2006,44,2,1,27,1,0
58071,525,15,0,0,175,0,0,0,0,0,45,490,0,75,0,0,115,0.0,40,11.90475,2006,43,2,1,54,1,1
58074,550,0,0,0,425,0,15,1,0,0,155,218,0,0,0,16,60,0.0,35,21.978,2006,41,2,1,38,2,1
58077,640,30,0,0,80,0,25,0,0,0,40,520,0,0,0,20,85,0.0,45,33.3333333333,2006,44,2,1,57,3,0
58080,495,5,60,0,619,0,14,0,0,0,65,0,0,0,0,0,182,0.0,40,28.846,2006,43,1,1,40,1,2
58082,465,30,0,0,375,0,35,0,0,0,0,425,0,0,0,0,110,0.0,55,48.9509090909,2006,43,2,1,35,3,0
58085,485,85,0,0,570,0,0,0,0,0,110,60,60,0,0,0,70,0.0,40,72.11525,2006,44,2,1,47,1,1
58086,542,106,0,0,667,0,0,0,0,0,35,25,0,0,0,0,65,0.0,40,21.6345,2006,43,1,1,54,1,0
58089,570,50,20,0,465,0,15,50,0,0,30,170,0,0,0,0,70,0.0,40,19.51,2006,40,1,1,50,3,2
58096,458,0,40,0,647,0,0,0,0,0,60,195,0,0,0,0,40,0.0,40,19.0,2006,44,1,1,49,1,3
58107,380,0,0,0,435,0,0,0,0,0,490,20,0,0,0,0,115,0.0,40,28.846,2006,44,1,1,40,3,0
58108,523,87,122,0,475,0,5,1,0,0,55,110,0,0,0,2,60,0.0,55,15.0349090909,2006,44,2,2,29,1,1
58109,614,210,120,0,191,0,98,0,0,0,75,60,0,0,0,0,57,0.0,51,9.73411764706,2006,39,2,1,46,1,1
58112,465,10,130,0,455,0,25,0,0,0,60,230,0,0,0,0,65,0.0,40,15.52,2006,41,2,2,37,1,2
58117,627,220,0,0,488,0,0,0,0,0,15,60,0,10,0,0,20,0.0,40,9.0,2006,39,2,2,58,3,0
58125,645,197,0,5,463,0,0,0,0,0,60,35,0,0,0,0,35,0.0,40,14.0,2006,41,2,2,66,3,0
58135,280,180,45,0,425,0,10,0,0,0,90,360,0,0,0,0,50,0.0,38,34.6842105263,2006,43,1,1,42,1,2
58145,473,0,0,0,330,0,0,5,0,0,0,585,0,0,0,0,47,0.0,40,14.99,2006,40,1,1,29,3,0
58149,465,0,30,0,545,0,60,0,0,0,90,140,15,0,0,0,95,0.0,45,21.3673333333,2006,43,1,1,32,1,2
58158,420,75,0,0,535,0,30,0,0,0,135,90,0,0,0,0,155,0.0,55,13.986,2006,37,1,1,62,1,0
58161,550,60,0,0,480,0,0,0,0,0,40,180,0,0,0,0,130,0.0,40,19.23075,2006,43,2,1,30,1,0
58162,539,0,26,0,545,0,0,0,0,0,58,140,0,0,0,35,37,0.0,48,20.8333333333,2006,40,1,1,48,1,2
58171,586,40,0,0,510,0,15,0,0,0,50,165,0,0,0,0,74,0.0,40,3.375,2006,44,2,1,44,3,0
58181,580,0,0,0,480,0,0,0,0,0,40,220,0,0,0,0,120,0.0,40,7.25,2006,36,1,1,47,3,0
58188,560,43,0,0,527,0,0,0,0,0,70,200,0,0,0,20,20,0.0,40,17.78825,2006,43,2,1,45,3,0
58195,560,60,150,2,30,0,0,60,10,0,245,55,60,0,0,0,153,0.0,65,44.3786153846,2006,45,1,1,40,1,2
58206,600,160,0,0,464,0,25,0,0,0,20,68,90,0,0,2,11,0.0,45,13.3333333333,2006,39,1,1,28,3,1
58209,535,330,90,0,10,0,35,0,0,0,90,275,0,0,0,0,75,0.0,45,34.188,2006,43,1,1,46,3,1
58211,510,60,0,0,405,0,115,0,0,0,50,270,0,0,0,0,30,0.0,35,9.14285714286,2006,33,2,1,37,1,2
58225,540,10,0,0,560,0,40,0,0,0,30,165,0,0,0,0,95,0.0,40,16.82675,2006,43,2,1,30,3,0
58229,550,5,0,0,485,0,60,0,0,0,90,190,0,0,0,10,50,0.0,40,16.82675,2006,44,2,1,36,3,0
58242,525,0,0,0,845,0,0,0,0,0,50,0,0,0,0,0,20,0.0,48,8.01270833333,2006,39,2,1,56,1,0
58245,480,0,0,0,870,0,0,0,0,0,60,0,0,0,0,0,30,0.0,60,19.8716666667,2006,45,1,1,66,3,0
58251,575,120,0,0,695,0,0,0,0,0,10,0,0,0,0,0,40,0.0,50,18.0768,2006,39,2,1,40,1,1
58253,600,20,0,0,110,0,1,0,0,0,60,515,90,0,0,20,24,0.0,70,19.9175714286,2006,44,1,1,57,3,0
58263,510,30,130,0,465,0,60,0,0,0,75,100,0,0,0,0,70,0.0,40,16.346,2006,39,2,1,39,3,2
58264,590,100,0,0,250,0,5,90,0,0,90,235,0,0,0,0,80,0.0,40,27.5,2006,43,2,1,49,1,0
58266,540,35,120,0,470,0,0,0,0,0,45,190,0,0,0,0,40,0.0,40,30.28825,2006,46,2,1,38,1,2
58267,485,61,128,0,503,0,15,0,0,0,15,178,0,0,0,0,55,0.0,40,20.91325,2006,45,2,1,41,1,2
58268,320,10,0,0,495,0,0,0,0,0,140,465,0,0,0,0,10,0.0,40,6.5,2006,39,2,1,60,3,0
58269,555,120,75,0,135,0,0,0,0,0,105,215,0,198,0,0,37,0.0,68,9.81617647059,2006,40,1,2,38,1,3
58272,536,1,0,0,720,0,0,0,0,0,95,61,0,0,0,0,27,0.0,42,13.5,2006,39,1,1,30,1,1
58275,480,120,0,0,720,0,0,0,0,0,75,15,0,0,0,0,30,0.0,60,20.0,2006,38,1,1,42,1,2
58287,540,0,0,0,397,0,0,0,0,0,195,123,115,0,0,0,70,0.0,45,29.4871111111,2006,39,1,1,33,1,3
58288,440,0,0,0,450,0,40,0,0,0,30,361,0,0,0,0,119,0.0,40,19.67,2006,39,1,1,34,3,0
58289,470,0,0,0,450,0,0,0,0,0,60,270,0,0,90,0,100,0.0,40,15.0,2006,39,2,1,20,3,1
58291,620,0,0,0,545,0,0,0,0,0,15,180,0,0,0,0,80,0.0,40,25.0,2006,43,2,1,52,3,0
58305,560,90,0,4,304,0,0,10,0,0,30,123,188,0,0,0,131,0.0,38,8.94736842105,2006,39,1,1,19,3,3
58308,480,45,0,0,475,0,0,0,0,0,95,140,115,0,0,0,90,0.0,40,12.5,2006,39,1,1,49,1,0
58320,420,0,0,0,725,0,0,0,0,0,50,75,0,0,0,0,170,0.0,70,10.4394285714,2006,40,1,1,46,1,2
58325,300,0,0,0,495,0,0,0,0,0,87,125,0,0,369,0,64,0.0,64,0.7375,2006,35,2,1,16,3,2
58326,430,231,0,0,300,0,90,0,0,0,15,320,0,0,0,0,54,0.0,57,4.21929824561,2006,43,2,1,54,3,0
58327,645,75,310,0,250,0,0,0,0,0,75,45,0,0,0,0,40,0.0,38,5.26315789474,2006,40,2,1,22,3,2
58328,330,35,30,2,474,0,0,0,0,0,60,30,0,0,298,0,181,0.0,40,22.11525,2006,42,1,1,31,1,2
58330,630,10,0,0,440,0,0,0,0,0,100,205,0,0,0,0,55,0.0,40,9.0,2006,39,2,1,46,1,2
58334,555,75,0,2,552,0,10,0,0,0,183,10,0,0,0,0,53,0.0,40,17.498,2006,44,2,1,26,3,0
58338,435,15,0,0,740,0,0,0,0,0,5,185,0,0,0,0,60,0.0,60,28.846,2006,40,1,2,43,1,0
58346,422,8,0,0,556,0,0,0,0,0,80,160,90,0,0,0,124,0.0,45,42.7348888889,2006,43,1,1,37,3,0
58355,460,0,0,0,495,0,5,0,0,0,45,200,60,0,0,0,175,0.0,55,27.972,2006,46,1,1,55,1,0
58356,890,0,0,0,510,0,0,0,0,0,20,0,0,0,0,0,20,0.0,40,11.75,2006,39,2,2,22,1,2
58359,420,20,30,9,470,0,45,0,0,0,120,156,0,0,0,0,170,0.0,63,15.873015873,2006,34,1,1,58,1,0
58361,500,70,102,0,170,0,85,216,0,0,10,199,0,0,0,0,88,0.0,36,52.3502777778,2006,46,2,1,35,1,2
58370,495,30,50,0,405,0,20,0,0,0,120,180,0,0,0,0,140,0.0,85,15.8370588235,2006,43,1,1,37,1,2
58371,370,0,0,0,740,0,0,0,0,0,110,120,0,0,0,0,100,0.0,60,8.75,2006,39,1,1,35,1,3
58373,390,50,0,0,480,0,32,0,0,0,48,380,0,0,0,0,60,0.0,40,16.346,2006,40,1,1,41,3,0
58374,585,0,0,0,585,0,10,0,0,0,95,125,0,0,0,0,40,0.0,50,10.2564,2006,41,2,1,52,1,0
58386,695,0,0,0,150,0,10,5,45,0,75,90,285,0,0,0,85,0.0,40,10.625,2006,43,2,1,23,3,0
58393,505,130,0,0,580,0,0,0,0,0,70,0,0,0,0,95,60,0.0,40,19.23075,2006,40,2,2,68,3,0
58396,548,0,0,0,560,0,0,0,0,0,100,162,0,0,0,0,70,0.0,40,13.35,2006,39,1,1,33,1,2
58397,570,45,75,0,480,0,0,0,0,0,60,75,0,0,0,0,135,0.0,45,16.2391111111,2006,40,2,1,34,3,1
58399,600,106,0,0,300,120,45,0,0,0,45,0,0,45,0,120,59,0.0,59,8.30508474576,2006,44,1,1,57,1,0
58402,480,85,0,0,480,0,45,0,0,0,80,140,0,0,0,0,130,0.0,40,27.69225,2006,40,2,1,56,1,0
58406,480,295,0,5,500,0,0,0,0,0,0,20,0,0,0,0,140,0.0,60,13.846,2006,39,1,3,49,1,1
58412,600,125,0,0,450,0,0,0,0,0,70,145,0,0,0,0,50,0.0,40,13.75,2006,40,2,1,21,3,0
58419,420,0,30,0,650,0,0,0,0,0,60,70,0,0,0,0,150,0.0,50,32.3076,2006,41,1,1,44,1,3
58422,597,25,0,0,492,0,3,0,0,0,50,153,55,0,0,0,65,0.0,40,12.5,2006,39,1,1,34,3,0
58427,660,0,0,0,570,0,30,0,0,0,30,110,0,0,0,0,40,0.0,40,10.25,2006,39,2,2,54,3,0
58430,515,0,0,0,758,0,0,75,0,0,30,0,0,0,0,0,62,0.0,80,5.5,2006,39,2,1,53,3,0
58432,540,210,180,0,90,0,120,0,0,0,90,180,0,0,0,0,30,0.0,40,20.19225,2006,43,2,1,44,1,2
58433,505,170,0,0,465,0,10,0,0,60,90,100,0,0,0,0,40,0.0,40,16.75,2006,40,1,1,24,1,3
58434,387,40,0,0,645,0,69,0,0,0,20,205,0,0,0,0,74,0.0,60,24.6153333333,2006,43,1,1,42,1,1
58436,526,11,30,70,481,0,17,24,0,0,40,141,0,0,0,0,100,0.0,40,9.0,2006,39,2,1,40,3,0
58437,480,0,0,0,615,0,0,0,0,0,15,0,0,0,120,0,210,0.0,50,14.0,2006,43,2,1,24,1,0
58441,330,0,0,0,570,0,0,0,0,0,108,270,0,60,0,20,82,0.0,40,8.0,2006,39,2,1,72,3,0
58444,670,9,0,10,95,120,0,0,0,0,20,230,140,0,15,0,131,0.0,50,41.5384,2006,44,2,1,52,3,0
58445,445,45,45,0,625,0,0,0,0,0,60,105,45,0,0,0,70,0.0,50,50.0,2006,44,1,1,46,1,2
58455,427,210,25,299,240,0,0,0,0,0,30,135,0,0,0,0,74,0.0,40,10.5,2006,39,1,1,36,3,1
58462,745,0,0,0,525,120,0,0,0,0,10,30,0,0,0,0,10,0.0,40,11.25,2006,39,2,2,18,3,0
58467,765,30,95,0,420,0,0,0,0,0,90,0,0,0,0,0,40,0.0,40,18.75,2006,43,2,1,38,3,1
58468,560,91,0,0,459,0,0,0,0,0,15,260,0,0,0,0,55,0.0,40,10.6875,2006,40,1,1,23,3,0
58491,620,0,0,20,60,0,105,0,0,0,120,345,0,0,0,0,170,0.0,40,52.8845,2006,43,1,1,37,1,1
58493,420,0,0,0,720,0,0,0,0,0,30,150,0,0,0,0,120,0.0,66,12.5984848485,2006,39,1,2,42,1,1
58499,420,60,125,0,585,0,0,0,0,0,65,120,0,0,0,0,65,0.0,45,38.4613333333,2006,44,1,1,39,1,3
58500,340,20,115,0,515,0,0,0,0,0,45,0,0,0,100,0,305,0.0,50,28.0,2006,44,2,1,35,1,2
58506,465,11,0,0,635,0,15,0,0,0,40,204,0,0,0,0,70,0.0,40,36.0575,2006,40,1,1,51,1,0
58516,550,0,0,0,720,0,0,0,0,0,30,60,0,0,0,0,80,0.0,50,57.6922,2006,45,1,1,29,1,0
58523,425,72,0,0,618,0,30,20,0,0,15,170,0,0,0,30,60,0.0,50,19.2,2006,39,1,1,46,3,1
58524,440,35,0,0,513,0,0,0,0,0,55,375,0,0,0,0,22,0.0,40,9.675,2006,40,1,1,24,3,0
58532,800,325,0,0,10,0,0,0,0,0,45,195,0,0,0,45,20,0.0,42,18.0952380952,2006,43,2,2,50,3,0
58533,503,51,73,0,484,0,1,0,0,0,52,190,0,0,0,0,61,0.0,40,72.11525,2006,46,1,1,56,1,1
58534,657,90,90,0,528,0,30,0,0,0,30,0,0,0,0,0,15,0.0,43,6.04651162791,2006,40,2,2,23,3,2
58535,648,45,15,0,457,0,0,0,0,0,115,70,20,0,0,25,45,0.0,40,12.98075,2006,40,2,2,48,3,2
58536,540,19,0,0,530,0,10,0,0,0,65,216,0,0,0,0,60,0.0,40,21.375,2006,39,1,1,53,3,0
58537,495,0,0,0,660,0,0,0,0,0,140,105,0,0,0,0,40,0.0,40,16.0,2006,39,2,1,46,3,1
58539,518,0,0,0,590,0,0,0,0,0,102,195,0,0,0,0,35,0.0,40,35.22725,2006,46,1,1,38,3,0
58544,525,110,110,0,483,0,30,5,0,0,45,35,0,0,0,0,97,0.0,40,5.0,2006,40,2,1,34,1,2
58547,465,25,0,0,535,0,0,5,0,0,45,260,0,0,0,0,105,0.0,40,19.0,2006,36,1,1,54,1,0
58554,590,15,0,0,390,0,0,0,0,0,90,220,75,0,0,0,60,0.0,38,10.76,2006,43,1,2,55,3,0
58555,645,0,0,0,475,0,0,0,0,0,5,285,0,0,0,0,30,0.0,35,7.89,2006,40,1,1,40,3,0
58557,485,0,0,0,575,0,0,0,0,0,90,195,0,0,0,0,95,0.0,43,16.5581395349,2006,39,1,1,28,3,0
58559,540,0,245,0,480,0,0,0,0,0,60,65,0,0,0,0,50,0.0,55,11.8181818182,2006,43,1,1,31,1,1
58563,432,0,18,40,810,0,0,0,0,0,0,80,0,0,0,0,60,0.0,40,20.425,2006,39,1,1,49,3,1
58571,520,110,0,53,500,0,15,0,0,0,70,70,0,0,0,0,102,0.0,40,16.0,2006,40,2,1,30,1,0
58572,540,30,0,0,95,0,195,0,0,0,240,240,0,0,0,0,100,0.0,47,23.9361702128,2006,40,1,1,33,1,0
58595,540,350,190,0,15,0,45,0,0,0,120,160,0,0,0,0,20,0.0,55,52.4474545455,2006,45,2,2,39,1,1
58597,525,0,0,0,390,0,0,0,0,0,0,105,0,0,300,0,120,0.0,55,20.4545454545,2006,46,2,1,52,1,0
58600,467,65,193,0,470,0,0,0,0,0,75,120,0,0,0,0,50,0.0,40,32.8945,2006,43,2,1,41,1,2
58601,800,0,0,0,550,0,0,0,0,0,0,30,0,0,0,0,60,0.0,35,11.3,2006,39,1,1,20,3,0
58606,485,45,0,0,435,0,0,0,0,0,60,365,10,0,0,0,40,0.0,40,8.25,2006,36,2,1,62,3,0
58611,500,90,0,0,450,0,0,0,0,0,90,285,15,0,0,0,10,0.0,40,8.919,2006,44,2,2,29,3,0
58616,625,60,14,0,218,0,10,0,0,0,45,220,0,155,0,0,73,0.0,50,11.1538,2006,44,1,2,52,1,1
58618,470,110,0,0,380,180,0,0,0,0,65,195,0,0,0,20,20,0.0,40,8.5,2006,40,2,1,52,1,0
58621,631,15,15,0,495,0,0,0,0,0,5,245,0,0,0,0,20,0.0,46,19.1739130435,2006,39,1,1,36,3,1
58625,510,180,0,0,25,0,0,0,0,0,60,595,0,0,0,0,70,0.0,40,22.14,2006,39,1,1,33,1,2
58638,665,0,0,0,480,0,0,0,0,0,45,105,0,0,0,0,145,0.0,40,24.85,2006,44,2,1,42,1,3
58655,570,10,0,0,445,0,0,0,0,0,45,240,0,0,0,0,130,0.0,40,26.923,2006,44,1,1,30,1,1
58657,570,65,0,0,440,0,0,0,0,0,105,185,0,25,0,0,50,0.0,40,8.18,2006,34,2,1,50,1,0
58659,555,102,33,0,398,0,10,0,0,0,25,263,0,0,0,0,54,0.0,35,17.5822857143,2006,40,2,1,43,1,2
58660,521,0,0,15,535,0,0,2,0,0,0,300,0,0,0,0,67,0.0,50,13.5,2006,39,1,1,26,3,0
58663,500,80,0,0,77,0,130,19,0,0,140,276,0,0,0,30,188,0.0,75,16.6666666667,2006,44,2,1,31,1,0
58668,490,180,60,0,470,0,0,0,0,0,95,0,0,0,0,0,125,0.0,40,10.0,2006,39,1,1,40,1,2
58678,470,59,94,0,584,0,10,2,61,0,48,75,0,0,0,0,37,0.0,42,45.7873809524,2006,43,2,1,34,3,1
58681,510,40,145,0,480,0,90,0,0,0,65,30,0,0,0,0,80,0.0,40,31.25,2006,44,2,1,29,1,1
58684,535,10,5,0,635,30,0,0,0,0,35,88,0,67,0,0,35,0.0,35,2.29285714286,2006,37,2,1,17,3,3
58685,435,15,0,0,510,0,0,0,0,0,45,418,0,0,0,0,17,0.0,40,9.25,2006,39,1,1,41,3,0
58688,470,45,0,0,445,0,30,0,0,0,60,225,90,0,0,0,75,0.0,40,25.35,2006,39,1,1,54,1,0
58689,705,0,0,30,120,0,0,0,0,0,0,195,0,0,0,0,390,0.0,40,25.9375,2006,39,1,1,29,1,1
